Source;Target;Label;Weight;Type
353;3069;13;0.076923077;undirected
353;3070;12;0.083333333;undirected
353;3071;9;0.111111111;undirected
353;3072;8;0.125;undirected
355;3073;6;0.166666667;undirected
355;1144;12;0.083333333;undirected
355;3074;8;0.125;undirected
355;2130;8;0.125;undirected
355;3075;9;0.111111111;undirected
355;3076;12;0.083333333;undirected
356;1630;6;0.166666667;undirected
356;3077;3;0.333333333;undirected
356;3078;14;0.071428571;undirected
356;3079;6;0.166666667;undirected
356;1972;9;0.111111111;undirected
356;3080;2;0.5;undirected
358;1702;8;0.125;undirected
358;3081;5;0.2;undirected
358;3082;9;0.111111111;undirected
358;3083;11;0.090909091;undirected
358;3084;5;0.2;undirected
358;3085;9;0.111111111;undirected
359;1553;7;0.142857143;undirected
359;3086;7;0.142857143;undirected
359;1369;7;0.142857143;undirected
359;3087;7;0.142857143;undirected
359;1300;7;0.142857143;undirected
359;1192;8;0.125;undirected
360;3088;17;0.058823529;undirected
360;1404;10;0.1;undirected
360;1730;6;0.166666667;undirected
360;1873;6;0.166666667;undirected
360;2181;6;0.166666667;undirected
360;1871;8;0.125;undirected
361;1427;10;0.1;undirected
361;3089;10;0.1;undirected
361;2170;8;0.125;undirected
361;1069;13;0.076923077;undirected
361;1940;13;0.076923077;undirected
361;1354;7;0.142857143;undirected
363;3090;13;0.076923077;undirected
363;1452;4;0.25;undirected
363;3091;8;0.125;undirected
363;3092;2;0.5;undirected
363;3093;5;0.2;undirected
363;3094;6;0.166666667;undirected
364;2061;5;0.2;undirected
364;3095;5;0.2;undirected
364;3096;7;0.142857143;undirected
364;3097;9;0.111111111;undirected
364;3098;5;0.2;undirected
364;3099;12;0.083333333;undirected
365;3100;6;0.166666667;undirected
365;3101;5;0.2;undirected
365;3102;8;0.125;undirected
365;3103;7;0.142857143;undirected
365;2168;8;0.125;undirected
365;3104;10;0.1;undirected
366;3105;8;0.125;undirected
366;3106;8;0.125;undirected
366;2047;6;0.166666667;undirected
366;1013;11;0.090909091;undirected
366;3107;11;0.090909091;undirected
366;2003;13;0.076923077;undirected
367;2191;11;0.090909091;undirected
367;1844;7;0.142857143;undirected
367;1279;5;0.2;undirected
367;2049;5;0.2;undirected
367;1757;5;0.2;undirected
367;1680;11;0.090909091;undirected
368;3108;6;0.166666667;undirected
368;1267;6;0.166666667;undirected
368;3109;9;0.111111111;undirected
368;3110;8;0.125;undirected
368;3111;7;0.142857143;undirected
368;3112;9;0.111111111;undirected
369;3113;9;0.111111111;undirected
369;3114;9;0.111111111;undirected
369;3115;11;0.090909091;undirected
369;3116;5;0.2;undirected
369;1003;13;0.076923077;undirected
369;3117;8;0.125;undirected
371;3118;9;0.111111111;undirected
371;3119;10;0.1;undirected
371;1186;11;0.090909091;undirected
371;3120;8;0.125;undirected
371;3121;12;0.083333333;undirected
371;3122;7;0.142857143;undirected
372;1545;6;0.166666667;undirected
372;1721;4;0.25;undirected
372;1839;14;0.071428571;undirected
372;1931;9;0.111111111;undirected
372;1884;10;0.1;undirected
372;3123;8;0.125;undirected
373;3124;9;0.111111111;undirected
373;3125;9;0.111111111;undirected
373;3126;9;0.111111111;undirected
373;2004;11;0.090909091;undirected
373;3127;7;0.142857143;undirected
373;3128;5;0.2;undirected
374;3129;6;0.166666667;undirected
374;3130;7;0.142857143;undirected
374;3131;11;0.090909091;undirected
374;1338;3;0.333333333;undirected
374;3132;8;0.125;undirected
374;3133;6;0.166666667;undirected
376;1459;5;0.2;undirected
376;1483;4;0.25;undirected
376;1801;11;0.090909091;undirected
376;1669;13;0.076923077;undirected
376;1911;6;0.166666667;undirected
376;1064;8;0.125;undirected
377;3134;12;0.083333333;undirected
377;1641;4;0.25;undirected
377;1546;7;0.142857143;undirected
377;1882;9;0.111111111;undirected
377;1270;5;0.2;undirected
377;1269;10;0.1;undirected
378;3135;12;0.083333333;undirected
378;1423;10;0.1;undirected
378;3136;15;0.066666667;undirected
378;1497;11;0.090909091;undirected
378;1428;6;0.166666667;undirected
378;3137;4;0.25;undirected
379;3138;13;0.076923077;undirected
379;3139;10;0.1;undirected
379;3140;4;0.25;undirected
379;2109;4;0.25;undirected
379;1657;12;0.083333333;undirected
379;1177;12;0.083333333;undirected
380;3141;12;0.083333333;undirected
380;3142;8;0.125;undirected
380;3143;5;0.2;undirected
380;3144;7;0.142857143;undirected
380;1076;6;0.166666667;undirected
380;3145;15;0.066666667;undirected
381;3146;8;0.125;undirected
381;1400;11;0.090909091;undirected
381;1432;6;0.166666667;undirected
381;1419;7;0.142857143;undirected
381;3147;9;0.111111111;undirected
381;1596;15;0.066666667;undirected
382;3148;8;0.125;undirected
382;3149;4;0.25;undirected
382;2051;9;0.111111111;undirected
382;3150;6;0.166666667;undirected
382;1768;7;0.142857143;undirected
382;1207;6;0.166666667;undirected
383;3151;8;0.125;undirected
383;1744;8;0.125;undirected
383;3152;8;0.125;undirected
383;3153;10;0.1;undirected
383;1837;10;0.1;undirected
383;3154;5;0.2;undirected
384;3155;11;0.090909091;undirected
384;1838;10;0.1;undirected
384;3156;5;0.2;undirected
384;3157;6;0.166666667;undirected
384;1142;10;0.1;undirected
384;3158;5;0.2;undirected
385;2079;11;0.090909091;undirected
385;1601;3;0.333333333;undirected
385;1360;13;0.076923077;undirected
385;1479;6;0.166666667;undirected
385;1418;8;0.125;undirected
385;1708;18;0.055555556;undirected
386;3159;6;0.166666667;undirected
386;1148;10;0.1;undirected
386;3160;16;0.0625;undirected
386;1457;5;0.2;undirected
386;3161;9;0.111111111;undirected
386;3162;5;0.2;undirected
387;1007;9;0.111111111;undirected
387;1424;5;0.2;undirected
387;3163;4;0.25;undirected
387;1077;6;0.166666667;undirected
387;3164;6;0.166666667;undirected
387;1165;6;0.166666667;undirected
388;1249;10;0.1;undirected
388;1251;9;0.111111111;undirected
388;1656;12;0.083333333;undirected
388;1045;7;0.142857143;undirected
388;1928;5;0.2;undirected
388;1294;9;0.111111111;undirected
392;3165;6;0.166666667;undirected
392;1720;7;0.142857143;undirected
392;1763;6;0.166666667;undirected
392;3166;8;0.125;undirected
392;3167;7;0.142857143;undirected
392;3168;10;0.1;undirected
394;3169;12;0.083333333;undirected
394;1724;7;0.142857143;undirected
394;3170;13;0.076923077;undirected
394;3171;4;0.25;undirected
394;1048;5;0.2;undirected
394;3172;11;0.090909091;undirected
396;3173;7;0.142857143;undirected
396;1473;5;0.2;undirected
396;3174;9;0.111111111;undirected
396;1345;11;0.090909091;undirected
396;3175;4;0.25;undirected
396;3176;8;0.125;undirected
397;3177;11;0.090909091;undirected
397;2058;8;0.125;undirected
397;1843;8;0.125;undirected
397;3178;8;0.125;undirected
397;2084;12;0.083333333;undirected
397;1695;12;0.083333333;undirected
398;3179;5;0.2;undirected
398;1308;6;0.166666667;undirected
398;3180;9;0.111111111;undirected
398;3181;6;0.166666667;undirected
398;3182;9;0.111111111;undirected
398;1256;7;0.142857143;undirected
399;1710;5;0.2;undirected
399;1689;11;0.090909091;undirected
399;3183;12;0.083333333;undirected
399;1145;11;0.090909091;undirected
399;2017;7;0.142857143;undirected
399;1635;7;0.142857143;undirected
403;2115;7;0.142857143;undirected
403;2116;4;0.25;undirected
403;1678;7;0.142857143;undirected
403;3184;9;0.111111111;undirected
403;1323;8;0.125;undirected
403;2039;11;0.090909091;undirected
404;1485;8;0.125;undirected
404;1265;7;0.142857143;undirected
404;3185;6;0.166666667;undirected
404;1631;9;0.111111111;undirected
404;1523;3;0.333333333;undirected
404;1535;4;0.25;undirected
405;1673;12;0.083333333;undirected
405;1301;9;0.111111111;undirected
405;3186;8;0.125;undirected
405;1651;11;0.090909091;undirected
405;1242;8;0.125;undirected
405;1776;5;0.2;undirected
407;1480;9;0.111111111;undirected
407;1403;17;0.058823529;undirected
407;1785;8;0.125;undirected
407;1625;8;0.125;undirected
407;1252;17;0.058823529;undirected
407;1936;9;0.111111111;undirected
408;3187;7;0.142857143;undirected
408;3188;10;0.1;undirected
408;3189;9;0.111111111;undirected
408;3190;7;0.142857143;undirected
408;3191;14;0.071428571;undirected
408;1469;5;0.2;undirected
410;1959;7;0.142857143;undirected
410;3192;6;0.166666667;undirected
410;2120;11;0.090909091;undirected
410;3193;7;0.142857143;undirected
410;3194;12;0.083333333;undirected
410;2177;6;0.166666667;undirected
411;3195;4;0.25;undirected
411;3196;10;0.1;undirected
411;1614;8;0.125;undirected
411;3197;5;0.2;undirected
411;3198;12;0.083333333;undirected
411;3199;6;0.166666667;undirected
414;1191;14;0.071428571;undirected
414;1703;7;0.142857143;undirected
414;2034;9;0.111111111;undirected
414;3200;14;0.071428571;undirected
414;1993;7;0.142857143;undirected
414;1830;5;0.2;undirected
415;3201;10;0.1;undirected
415;3202;8;0.125;undirected
415;1218;7;0.142857143;undirected
415;3203;14;0.071428571;undirected
415;3204;7;0.142857143;undirected
415;3205;5;0.2;undirected
417;1292;3;0.333333333;undirected
417;3206;6;0.166666667;undirected
417;1049;5;0.2;undirected
417;1979;8;0.125;undirected
417;3207;5;0.2;undirected
417;3208;7;0.142857143;undirected
418;1046;11;0.090909091;undirected
418;1133;12;0.083333333;undirected
418;3209;9;0.111111111;undirected
418;3210;8;0.125;undirected
418;3211;2;0.5;undirected
418;3212;10;0.1;undirected
419;3213;8;0.125;undirected
419;3214;13;0.076923077;undirected
419;1780;6;0.166666667;undirected
419;1493;9;0.111111111;undirected
419;1829;6;0.166666667;undirected
419;1122;8;0.125;undirected
420;1239;7;0.142857143;undirected
420;3215;11;0.090909091;undirected
420;3216;7;0.142857143;undirected
420;1567;8;0.125;undirected
420;3217;8;0.125;undirected
420;3218;11;0.090909091;undirected
421;1512;12;0.083333333;undirected
421;3219;15;0.066666667;undirected
421;1952;10;0.1;undirected
421;2045;8;0.125;undirected
421;1366;4;0.25;undirected
421;1204;5;0.2;undirected
423;1878;8;0.125;undirected
423;3220;9;0.111111111;undirected
423;1949;10;0.1;undirected
423;3221;8;0.125;undirected
423;3222;14;0.071428571;undirected
423;1987;12;0.083333333;undirected
424;1770;4;0.25;undirected
424;1991;8;0.125;undirected
424;3223;4;0.25;undirected
424;1777;6;0.166666667;undirected
424;1328;8;0.125;undirected
424;3224;6;0.166666667;undirected
425;2175;4;0.25;undirected
425;1356;8;0.125;undirected
425;1970;9;0.111111111;undirected
425;3225;7;0.142857143;undirected
425;1087;6;0.166666667;undirected
425;1319;9;0.111111111;undirected
426;3226;5;0.2;undirected
426;3227;11;0.090909091;undirected
426;3228;9;0.111111111;undirected
426;1490;7;0.142857143;undirected
426;3229;7;0.142857143;undirected
426;1487;7;0.142857143;undirected
427;3230;4;0.25;undirected
427;3231;6;0.166666667;undirected
427;1243;8;0.125;undirected
427;3232;9;0.111111111;undirected
427;3233;10;0.1;undirected
427;1127;9;0.111111111;undirected
428;3234;8;0.125;undirected
428;2113;5;0.2;undirected
428;3235;4;0.25;undirected
428;3236;14;0.071428571;undirected
428;1865;9;0.111111111;undirected
428;3237;7;0.142857143;undirected
429;1948;12;0.083333333;undirected
429;3238;17;0.058823529;undirected
429;1756;9;0.111111111;undirected
429;3239;8;0.125;undirected
429;1141;10;0.1;undirected
429;1235;10;0.1;undirected
433;1408;10;0.1;undirected
433;1313;9;0.111111111;undirected
433;1275;11;0.090909091;undirected
433;1396;5;0.2;undirected
433;1634;6;0.166666667;undirected
433;1509;9;0.111111111;undirected
434;3240;5;0.2;undirected
434;3241;9;0.111111111;undirected
434;3242;10;0.1;undirected
434;3243;11;0.090909091;undirected
434;1929;11;0.090909091;undirected
434;3244;10;0.1;undirected
435;3245;7;0.142857143;undirected
435;2074;9;0.111111111;undirected
435;3246;7;0.142857143;undirected
435;1809;11;0.090909091;undirected
435;2000;5;0.2;undirected
435;2015;12;0.083333333;undirected
437;3247;8;0.125;undirected
437;3248;6;0.166666667;undirected
437;3249;5;0.2;undirected
437;2139;7;0.142857143;undirected
437;1462;6;0.166666667;undirected
437;3250;9;0.111111111;undirected
438;1701;11;0.090909091;undirected
438;3251;7;0.142857143;undirected
438;1422;7;0.142857143;undirected
438;3252;8;0.125;undirected
438;1857;7;0.142857143;undirected
438;2184;10;0.1;undirected
440;1955;8;0.125;undirected
440;3253;8;0.125;undirected
440;1672;10;0.1;undirected
440;3254;8;0.125;undirected
440;1752;8;0.125;undirected
440;3255;7;0.142857143;undirected
441;1996;6;0.166666667;undirected
441;1992;13;0.076923077;undirected
441;3256;7;0.142857143;undirected
441;3257;7;0.142857143;undirected
441;1289;5;0.2;undirected
441;1164;5;0.2;undirected
442;3258;11;0.090909091;undirected
442;1510;9;0.111111111;undirected
442;3259;11;0.090909091;undirected
442;3260;6;0.166666667;undirected
442;3261;11;0.090909091;undirected
442;3262;8;0.125;undirected
443;1440;4;0.25;undirected
443;3263;12;0.083333333;undirected
443;2052;8;0.125;undirected
443;1966;12;0.083333333;undirected
443;1666;6;0.166666667;undirected
443;1772;12;0.083333333;undirected
445;1097;8;0.125;undirected
445;3264;6;0.166666667;undirected
445;1528;4;0.25;undirected
445;1864;9;0.111111111;undirected
445;3265;10;0.1;undirected
445;1230;9;0.111111111;undirected
446;1694;11;0.090909091;undirected
446;2029;8;0.125;undirected
446;1943;8;0.125;undirected
446;2040;9;0.111111111;undirected
446;3266;6;0.166666667;undirected
446;3267;7;0.142857143;undirected
447;3268;11;0.090909091;undirected
447;3269;15;0.066666667;undirected
447;1435;7;0.142857143;undirected
447;1446;7;0.142857143;undirected
447;1762;7;0.142857143;undirected
447;1302;8;0.125;undirected
448;3270;10;0.1;undirected
448;1132;8;0.125;undirected
448;1029;8;0.125;undirected
448;2166;5;0.2;undirected
448;3271;10;0.1;undirected
448;1876;5;0.2;undirected
449;1465;9;0.111111111;undirected
449;3272;9;0.111111111;undirected
449;1228;9;0.111111111;undirected
449;2007;9;0.111111111;undirected
449;1783;13;0.076923077;undirected
449;3273;8;0.125;undirected
450;1962;8;0.125;undirected
450;1935;9;0.111111111;undirected
450;1507;10;0.1;undirected
450;1325;9;0.111111111;undirected
450;1136;8;0.125;undirected
450;1632;7;0.142857143;undirected
451;3274;3;0.333333333;undirected
451;3275;8;0.125;undirected
451;3276;12;0.083333333;undirected
451;1162;5;0.2;undirected
451;2164;4;0.25;undirected
451;1284;7;0.142857143;undirected
452;3277;11;0.090909091;undirected
452;1856;13;0.076923077;undirected
452;3278;6;0.166666667;undirected
452;3279;5;0.2;undirected
452;3280;9;0.111111111;undirected
452;3281;7;0.142857143;undirected
453;1950;6;0.166666667;undirected
453;1506;8;0.125;undirected
453;2201;7;0.142857143;undirected
453;2151;4;0.25;undirected
453;2178;7;0.142857143;undirected
453;2048;7;0.142857143;undirected
455;1352;4;0.25;undirected
455;3282;8;0.125;undirected
455;3283;7;0.142857143;undirected
455;3284;5;0.2;undirected
455;3285;12;0.083333333;undirected
455;3286;8;0.125;undirected
456;3287;10;0.1;undirected
456;1872;6;0.166666667;undirected
456;1912;8;0.125;undirected
456;1659;12;0.083333333;undirected
456;3288;9;0.111111111;undirected
456;2037;7;0.142857143;undirected
457;1316;11;0.090909091;undirected
457;3289;9;0.111111111;undirected
457;3290;4;0.25;undirected
457;3291;11;0.090909091;undirected
457;3292;8;0.125;undirected
457;1891;9;0.111111111;undirected
458;3293;12;0.083333333;undirected
458;3294;7;0.142857143;undirected
458;3295;10;0.1;undirected
458;3296;4;0.25;undirected
458;1117;7;0.142857143;undirected
458;3297;12;0.083333333;undirected
459;2134;6;0.166666667;undirected
459;3298;5;0.2;undirected
459;3299;6;0.166666667;undirected
459;3300;9;0.111111111;undirected
459;2114;7;0.142857143;undirected
459;3301;10;0.1;undirected
462;3302;6;0.166666667;undirected
462;3303;6;0.166666667;undirected
462;3304;8;0.125;undirected
462;3305;8;0.125;undirected
462;3306;5;0.2;undirected
462;1574;6;0.166666667;undirected
463;1464;6;0.166666667;undirected
463;3307;8;0.125;undirected
463;1758;5;0.2;undirected
463;3308;5;0.2;undirected
463;3309;13;0.076923077;undirected
463;3310;11;0.090909091;undirected
464;3311;7;0.142857143;undirected
464;3312;11;0.090909091;undirected
464;3313;6;0.166666667;undirected
464;2108;8;0.125;undirected
464;1343;9;0.111111111;undirected
464;1253;8;0.125;undirected
466;1849;4;0.25;undirected
466;2041;10;0.1;undirected
466;3314;9;0.111111111;undirected
466;1361;9;0.111111111;undirected
466;1754;10;0.1;undirected
466;1913;6;0.166666667;undirected
467;1042;11;0.090909091;undirected
467;1005;7;0.142857143;undirected
467;1530;5;0.2;undirected
467;1587;9;0.111111111;undirected
467;3315;11;0.090909091;undirected
467;1604;8;0.125;undirected
468;1560;6;0.166666667;undirected
468;3316;6;0.166666667;undirected
468;1052;12;0.083333333;undirected
468;3317;15;0.066666667;undirected
468;1568;2;0.5;undirected
468;3318;14;0.071428571;undirected
469;1216;9;0.111111111;undirected
469;3319;6;0.166666667;undirected
469;3320;8;0.125;undirected
469;3321;9;0.111111111;undirected
469;3322;7;0.142857143;undirected
469;3323;5;0.2;undirected
470;3324;10;0.1;undirected
470;2126;4;0.25;undirected
470;1655;6;0.166666667;undirected
470;1339;9;0.111111111;undirected
470;3325;4;0.25;undirected
470;1853;4;0.25;undirected
471;3326;10;0.1;undirected
471;1611;10;0.1;undirected
471;3327;16;0.0625;undirected
471;3328;8;0.125;undirected
471;3329;6;0.166666667;undirected
471;3330;5;0.2;undirected
472;3331;9;0.111111111;undirected
472;3332;5;0.2;undirected
472;3333;6;0.166666667;undirected
472;1688;14;0.071428571;undirected
472;3334;11;0.090909091;undirected
472;3335;8;0.125;undirected
473;1367;6;0.166666667;undirected
473;3336;7;0.142857143;undirected
473;1889;8;0.125;undirected
473;2143;7;0.142857143;undirected
473;1022;10;0.1;undirected
473;3337;5;0.2;undirected
474;3338;7;0.142857143;undirected
474;1598;11;0.090909091;undirected
474;1892;6;0.166666667;undirected
474;3339;9;0.111111111;undirected
474;3340;11;0.090909091;undirected
474;3341;6;0.166666667;undirected
475;1585;16;0.0625;undirected
475;1557;8;0.125;undirected
475;1737;5;0.2;undirected
475;1572;7;0.142857143;undirected
475;3342;5;0.2;undirected
475;2038;9;0.111111111;undirected
476;1431;12;0.083333333;undirected
476;1745;8;0.125;undirected
476;1717;5;0.2;undirected
476;3343;11;0.090909091;undirected
476;2028;7;0.142857143;undirected
476;3344;5;0.2;undirected
478;3345;5;0.2;undirected
478;3346;11;0.090909091;undirected
478;3347;11;0.090909091;undirected
478;3348;8;0.125;undirected
478;3349;16;0.0625;undirected
478;1211;4;0.25;undirected
479;1488;13;0.076923077;undirected
479;1016;13;0.076923077;undirected
479;3350;11;0.090909091;undirected
479;2188;11;0.090909091;undirected
479;3351;9;0.111111111;undirected
479;3352;15;0.066666667;undirected
480;1515;6;0.166666667;undirected
480;1413;6;0.166666667;undirected
480;1306;5;0.2;undirected
480;2098;7;0.142857143;undirected
480;1817;8;0.125;undirected
480;1183;8;0.125;undirected
481;2066;9;0.111111111;undirected
481;2141;8;0.125;undirected
481;1317;7;0.142857143;undirected
481;3353;6;0.166666667;undirected
481;3354;10;0.1;undirected
481;3355;8;0.125;undirected
482;1364;12;0.083333333;undirected
482;1595;7;0.142857143;undirected
482;1537;6;0.166666667;undirected
482;1137;4;0.25;undirected
482;1380;10;0.1;undirected
482;3356;7;0.142857143;undirected
484;3357;8;0.125;undirected
484;3358;7;0.142857143;undirected
484;1503;11;0.090909091;undirected
484;3359;6;0.166666667;undirected
484;3360;4;0.25;undirected
484;1018;10;0.1;undirected
485;1687;14;0.071428571;undirected
485;3361;10;0.1;undirected
485;1043;4;0.25;undirected
485;3362;6;0.166666667;undirected
485;3363;9;0.111111111;undirected
485;3364;2;0.5;undirected
486;1373;9;0.111111111;undirected
486;3365;6;0.166666667;undirected
486;1374;6;0.166666667;undirected
486;3366;12;0.083333333;undirected
486;3367;9;0.111111111;undirected
486;2062;9;0.111111111;undirected
487;2025;13;0.076923077;undirected
487;3368;9;0.111111111;undirected
487;3369;6;0.166666667;undirected
487;1342;11;0.090909091;undirected
487;1789;8;0.125;undirected
487;3370;6;0.166666667;undirected
489;3371;9;0.111111111;undirected
489;3372;15;0.066666667;undirected
489;1932;5;0.2;undirected
489;3373;6;0.166666667;undirected
489;3374;8;0.125;undirected
489;3375;5;0.2;undirected
490;1337;8;0.125;undirected
490;1890;7;0.142857143;undirected
490;1350;7;0.142857143;undirected
490;1014;7;0.142857143;undirected
490;3376;12;0.083333333;undirected
490;3377;5;0.2;undirected
491;1788;12;0.083333333;undirected
491;1575;7;0.142857143;undirected
491;1010;7;0.142857143;undirected
491;3378;4;0.25;undirected
491;1304;10;0.1;undirected
491;1221;7;0.142857143;undirected
492;2197;8;0.125;undirected
492;3379;8;0.125;undirected
492;3380;12;0.083333333;undirected
492;3381;12;0.083333333;undirected
492;3382;12;0.083333333;undirected
492;3383;10;0.1;undirected
493;1222;7;0.142857143;undirected
493;3384;8;0.125;undirected
493;2001;11;0.090909091;undirected
493;1663;9;0.111111111;undirected
493;2125;12;0.083333333;undirected
493;3385;7;0.142857143;undirected
494;1335;5;0.2;undirected
494;1110;5;0.2;undirected
494;1381;14;0.071428571;undirected
494;1748;8;0.125;undirected
494;1348;14;0.071428571;undirected
494;3386;4;0.25;undirected
495;3387;6;0.166666667;undirected
495;3388;6;0.166666667;undirected
495;3389;8;0.125;undirected
495;3390;3;0.333333333;undirected
495;1863;10;0.1;undirected
495;3391;6;0.166666667;undirected
496;3392;7;0.142857143;undirected
496;3393;6;0.166666667;undirected
496;3394;8;0.125;undirected
496;1379;10;0.1;undirected
496;1055;13;0.076923077;undirected
496;1012;12;0.083333333;undirected
497;1875;10;0.1;undirected
497;1258;11;0.090909091;undirected
497;3395;11;0.090909091;undirected
497;2112;14;0.071428571;undirected
497;3396;7;0.142857143;undirected
497;2032;12;0.083333333;undirected
499;1388;10;0.1;undirected
499;3397;10;0.1;undirected
499;3398;9;0.111111111;undirected
499;3399;6;0.166666667;undirected
499;3400;5;0.2;undirected
499;3401;7;0.142857143;undirected
500;3402;9;0.111111111;undirected
500;3403;6;0.166666667;undirected
500;3404;7;0.142857143;undirected
500;2030;11;0.090909091;undirected
500;3405;12;0.083333333;undirected
500;3406;8;0.125;undirected
501;3407;5;0.2;undirected
501;3408;9;0.111111111;undirected
501;1547;8;0.125;undirected
501;3409;11;0.090909091;undirected
501;3410;7;0.142857143;undirected
501;3411;6;0.166666667;undirected
502;1442;7;0.142857143;undirected
502;2006;9;0.111111111;undirected
502;1647;13;0.076923077;undirected
502;1425;6;0.166666667;undirected
502;2006;10;0.1;undirected
502;1112;7;0.142857143;undirected
503;1265;9;0.111111111;undirected
503;1878;6;0.166666667;undirected
503;1426;5;0.2;undirected
503;1449;8;0.125;undirected
503;1147;5;0.2;undirected
503;1078;8;0.125;undirected
504;1827;9;0.111111111;undirected
504;1333;11;0.090909091;undirected
504;1129;10;0.1;undirected
504;1830;7;0.142857143;undirected
504;1734;12;0.083333333;undirected
504;3412;5;0.2;undirected
505;3413;10;0.1;undirected
505;3414;12;0.083333333;undirected
505;3415;7;0.142857143;undirected
505;1582;7;0.142857143;undirected
505;3416;10;0.1;undirected
505;3417;7;0.142857143;undirected
507;3418;5;0.2;undirected
507;3419;4;0.25;undirected
507;3420;4;0.25;undirected
507;3421;8;0.125;undirected
507;3422;9;0.111111111;undirected
507;1639;7;0.142857143;undirected
508;1396;7;0.142857143;undirected
508;1238;10;0.1;undirected
508;1710;8;0.125;undirected
508;1283;8;0.125;undirected
508;1738;4;0.25;undirected
508;1098;7;0.142857143;undirected
509;3423;5;0.2;undirected
509;3424;4;0.25;undirected
509;1495;6;0.166666667;undirected
509;3425;7;0.142857143;undirected
509;3426;5;0.2;undirected
509;1021;9;0.111111111;undirected
510;1935;3;0.333333333;undirected
510;1709;8;0.125;undirected
510;1814;14;0.071428571;undirected
510;2049;3;0.333333333;undirected
510;1825;11;0.090909091;undirected
510;1056;10;0.1;undirected
511;2194;9;0.111111111;undirected
511;2189;8;0.125;undirected
511;2130;8;0.125;undirected
511;1406;4;0.25;undirected
511;2056;6;0.166666667;undirected
511;1893;3;0.333333333;undirected
512;1909;8;0.125;undirected
512;1584;3;0.333333333;undirected
512;1275;9;0.111111111;undirected
512;1846;3;0.333333333;undirected
512;1910;5;0.2;undirected
512;1717;1;1;undirected
513;2031;8;0.125;undirected
513;1132;9;0.111111111;undirected
513;3427;3;0.333333333;undirected
513;1640;10;0.1;undirected
513;3428;3;0.333333333;undirected
513;3429;10;0.1;undirected
515;3430;2;0.5;undirected
515;2163;10;0.1;undirected
515;2105;8;0.125;undirected
515;2125;5;0.2;undirected
515;1355;10;0.1;undirected
515;2171;2;0.5;undirected
516;3431;7;0.142857143;undirected
516;1446;4;0.25;undirected
516;3432;6;0.166666667;undirected
516;1059;12;0.083333333;undirected
516;1240;7;0.142857143;undirected
516;3433;8;0.125;undirected
518;3434;6;0.166666667;undirected
518;1724;8;0.125;undirected
518;3435;5;0.2;undirected
518;3436;7;0.142857143;undirected
518;3437;10;0.1;undirected
518;1615;11;0.090909091;undirected
519;1606;3;0.333333333;undirected
519;1960;5;0.2;undirected
519;1398;4;0.25;undirected
519;1802;7;0.142857143;undirected
519;1605;8;0.125;undirected
519;1250;8;0.125;undirected
520;1799;9;0.111111111;undirected
520;1844;6;0.166666667;undirected
520;1648;8;0.125;undirected
520;1325;8;0.125;undirected
520;1600;8;0.125;undirected
520;1282;9;0.111111111;undirected
523;1569;3;0.333333333;undirected
523;3438;4;0.25;undirected
523;3439;4;0.25;undirected
523;1729;5;0.2;undirected
523;3440;12;0.083333333;undirected
523;3441;9;0.111111111;undirected
524;3442;5;0.2;undirected
524;3443;7;0.142857143;undirected
524;1746;8;0.125;undirected
524;1783;9;0.111111111;undirected
524;3444;9;0.111111111;undirected
524;1841;4;0.25;undirected
525;3445;6;0.166666667;undirected
525;1012;5;0.2;undirected
525;1384;6;0.166666667;undirected
525;1497;6;0.166666667;undirected
525;1744;9;0.111111111;undirected
525;3446;5;0.2;undirected
526;1161;13;0.076923077;undirected
526;1836;9;0.111111111;undirected
526;1486;6;0.166666667;undirected
526;1546;9;0.111111111;undirected
526;1239;6;0.166666667;undirected
526;1273;6;0.166666667;undirected
527;1464;8;0.125;undirected
527;3447;3;0.333333333;undirected
527;3448;2;0.5;undirected
527;1358;11;0.090909091;undirected
527;3449;8;0.125;undirected
527;3450;4;0.25;undirected
528;1527;5;0.2;undirected
528;3451;6;0.166666667;undirected
528;3452;4;0.25;undirected
528;3453;13;0.076923077;undirected
528;3454;3;0.333333333;undirected
528;1284;6;0.166666667;undirected
530;1255;11;0.090909091;undirected
530;3455;11;0.090909091;undirected
530;3456;9;0.111111111;undirected
530;1189;6;0.166666667;undirected
530;3457;7;0.142857143;undirected
530;3458;6;0.166666667;undirected
531;1393;10;0.1;undirected
531;1351;8;0.125;undirected
531;1234;9;0.111111111;undirected
531;1456;4;0.25;undirected
531;1171;8;0.125;undirected
531;1443;4;0.25;undirected
532;3459;7;0.142857143;undirected
532;3460;4;0.25;undirected
532;3461;4;0.25;undirected
532;1522;12;0.083333333;undirected
532;3462;8;0.125;undirected
532;1777;10;0.1;undirected
533;1016;6;0.166666667;undirected
533;3463;7;0.142857143;undirected
533;3464;6;0.166666667;undirected
533;3465;6;0.166666667;undirected
533;3466;10;0.1;undirected
533;3467;9;0.111111111;undirected
536;3468;8;0.125;undirected
536;3469;6;0.166666667;undirected
536;3470;10;0.1;undirected
536;1159;12;0.083333333;undirected
536;3471;8;0.125;undirected
536;3472;4;0.25;undirected
538;3473;4;0.25;undirected
538;3474;3;0.333333333;undirected
538;1800;6;0.166666667;undirected
538;3475;9;0.111111111;undirected
538;3476;9;0.111111111;undirected
538;3477;9;0.111111111;undirected
539;1768;12;0.083333333;undirected
539;2192;10;0.1;undirected
